transaction_id,customer_id,transaction_date,transaction_type,amount,account_number,branch_name,employee_id,customer_name,email,phone,account_status,risk_level,product_type,channel,country,state,balance,credit_score,last_login
TXN00000870,CUST00103,2024-09-28,TRANSFER,6719.25,ACC0000000208,SAN DIEGO,EMP0009,elizabeth   jones  ,customer523@yahoo.com,5352414600,,Medium,investment,atm,mexico,tx,9451.99,391.0,2024-07-18
TXN00000848,CUST00236,2025-10-28,Withdrawal,14409.78,ACC0000000103,San Antonio,EMP0016,JENNIFER   jones  ,customer524@yahoo.com,2858453073,SUSPENDED,MEDIUM,credit card,atm,mexico,ca,43193.69,797.0,2024-05-02
TXN00000129,CUST00180,2026-13-45,deposit,7145.01,ACC0000000266,SAN DIEGO,,elizabeth   johnson  ,customer525@gmail.com,4743808890,SUSPENDED,Medium,Checking,atm,United States,,,832.0,
TXN00001039,CUST00157,2024-08-03,DEPOSIT,8292.44,ACC0000000008,dallas,EMP0036,William SMITH,customer526@yahoo.com,4041946710,INACTIVE,Medium,Checking,BRANCH,USA,ny,59490.45,829.0,2025-03-11
TXN00000920,CUST00117,2026-02-24,transfer,5196.52,ACC0000000036,CHICAGO,EMP0019,MARIA Davis,customer527@bank.com,9256645822,ACTIVE,High,investment,  ONLINE  ,USA,  CA  ,41821.77,487.0,2024-01-28
TXN00000982,CUST00115,2025-08-08,Payment,12572.92,ACC0000000047,San Antonio,EMP0097,james Williams,customer528@bank.com,6788639123,,High,credit card,mobile,CANADA,,13868.77,464.0,2025-09-10
TXN00000222,CUST00013,2025-03-02,transfer,3916.97,ACC0000000282,SAN DIEGO,EMP0054,michael SMITH,customer529@yahoo.com,6466247552,Suspended,High,MORTGAGE,,United States,  NY  ,86141.08,568.0,2024-11-04
TXN00000239,CUST00338,2025/09/24,,12471.51,ACC0000000146,San Antonio,EMP0022,MARIA   MILLER  ,customer530@yahoo.com,3973563833,inactive,low,MORTGAGE,  Branch  ,USA,FL,53573.67,763.0,2024-08-20
TXN00000822,CUST00099,2025-10-16,withdrawal,1401.36,ACC0000000287,  NEW YORK  ,EMP0090,Robert GARCIA,customer531@bank.com,4028035605,active,high,SAVINGS,  Branch  ,,TX,94570.09,546.0,2025-08-10
TXN00001024,CUST00205,2024-02-01,,460.38,ACC0000000299,CHICAGO,EMP0048,elizabeth Davis,customer532@gmail.com,6022056105,Active,,SAVINGS,  ONLINE  ,mexico,FL,11596.93,392.0,2025-12-09
TXN00000776,CUST00169,2025-05-24,Transfer,792.28,ACC0000000179,  PHILADELPHIA  ,EMP0071,  LINDA   MARTINEZ,customer533@outlook.com,3699134372,inactive,low,credit card,mobile,USA,NY,32624.08,439.0,2026-03-21
TXN00000284,CUST00143,2025-10-04,PAYMENT,12814.63,ACC0000000178,dallas,EMP0022,Robert GARCIA,customer534@outlook.com,9395998101,SUSPENDED,High,credit card,mobile,mexico,  CA  ,95338.53,729.0,2024-05-06
TXN00000789,CUST00036,2025-07-12,Payment,11708.46,ACC0000000142,CHICAGO,EMP0057,james BROWN,customer535@hotmail.com,6565335451,inactive,High,credit card,  Branch  ,mexico,  NY  ,16701.25,374.0,2026-02-26
TXN00001027,CUST00396,2024-10-23,PAYMENT,3254.06,ACC0000000116,CHICAGO,EMP0032,james   johnson  ,customer536@yahoo.com,5267372762,Suspended,Medium,,mobile,  Mexico  ,FL,87980.13,698.0,2024-08-10
TXN00000623,CUST00143,2025-10-19,TRANSFER,3359.2,ACC0000000100,CHICAGO,EMP0075,elizabeth   jones  ,customer537@yahoo.com,8214928033,Inactive,Low,SAVINGS,  ONLINE  ,USA,ca,63541.74,682.0,2026-02-20
TXN00000409,CUST00180,2024-11-05,DEPOSIT,3415.43,ACC0000000233,CHICAGO,EMP0006,MARIA   MILLER  ,customer538@yahoo.com,4046806782,  Active  ,high,SAVINGS,atm,mexico,ny,1750.17,306.0,2025-02-11
TXN00000090,CUST00329,2025-05-09,Withdrawal,3140.63,ACC0000000207,  NEW YORK  ,EMP0018,William SMITH,customer539@outlook.com,5827472052,,  HIGH  ,credit card,  Branch  ,CANADA,CA,70418.9,793.0,2025-06-25
TXN00000057,CUST00261,01-08-2026,PAYMENT,$6550.71,ACC0000000295,San Antonio,,  John     MILLER  ,customer540@yahoo.com,,Inactive,MEDIUM,,  ONLINE  ,usa,,86778.98,367.0,2026-04-05
TXN00000339,CUST00205,2024-09-07,withdrawal,7723.55,ACC0000000003,Phoenix,EMP0013,MARIA SMITH,customer541@bank.com,6602711553,Suspended,,credit card,Mobile,  USA  ,ny,4205.92,360.0,2025-10-04
TXN00000444,CUST00348,2026-04-04,TRANSFER,12976.22,ACC0000000134,Phoenix,EMP0081,james Davis,customer542@yahoo.com,7233597714,inactive,Low,SAVINGS,mobile,usa,FL,6806.13,659.0,2025-12-11
TXN00000014,CUST00275,2026-04-06,Payment,14508.72,ACC0000000090,,EMP0079,  LINDA     MILLER  ,customer543@hotmail.com,5007189691,active,  HIGH  ,SAVINGS,BRANCH,,FL,2669.15,360.0,2024-03-29
TXN00000068,CUST00170,2025-12-02,TRANSFER,10248.89,ACC0000000209,Phoenix,EMP0049,elizabeth Davis,customer544@hotmail.com,5605071490,Active,High,Checking,,canada,NY,36955.49,393.0,2025-05-21
TXN00000008,CUST00015,2025-02-19,withdrawal,7137.75,ACC0000000260,CHICAGO,EMP0100,Robert MARTINEZ,customer545@bank.com,3172846286,Inactive,,MORTGAGE,MOBILE,canada,  CA  ,90604.53,418.0,2024-06-17
TXN00000184,CUST00060,2024-10-31,Withdrawal,2028.1,ACC0000000055,Los Angeles,EMP0021,elizabeth GARCIA,customer546@outlook.com,6399094046,SUSPENDED,Low,Loan,BRANCH,usa,NY,95702.32,680.0,2024-02-05
TXN00000587,CUST00134,2025-04-09,Withdrawal,2639.35,ACC0000000287,CHICAGO,EMP0003,michael   jones  ,customer547@yahoo.com,5663512190,inactive,  HIGH  ,SAVINGS,Online,,ca,56878.4,301.0,2024-07-22
TXN00000404,CUST00092,2024-03-15,DEPOSIT,12022.93,ACC0000000038,houston,EMP0063,MARIA Williams,customer548@hotmail.com,4207727089,,  HIGH  ,credit card,,  USA  ,  CA  ,77072.84,482.0,2024-05-04
TXN00001011,CUST00298,2025-12-06,PAYMENT,3395.36,ACC0000000258,  NEW YORK  ,EMP0011,james SMITH,customer549@outlook.com,5802486151,Inactive,,Checking,ATM,CANADA,NY,45695.89,774.0,2024-07-21
TXN00000302,CUST00136,2026/08/01,transfer,9144.74,ACC0000000151,dallas,EMP0001,  PATRICIA     johnson  ,user550@gmail,(325) 109-6219,Active,High,SAVINGS,,CANADA,ny,42895.72,411.0,
TXN00000166,CUST00020,2024-03-02,PAYMENT,14147.92,ACC0000000175,Phoenix,EMP0001,  John   BROWN,customer551@gmail.com,9041116388,  Active  ,High,  Checking  ,ATM,canada,  CA  ,78897.12,388.0,2025-01-22
TXN00001004,CUST00056,2024-06-10,transfer,10705.47,ACC0000000060,  NEW YORK  ,EMP0023,  John   BROWN,customer552@hotmail.com,4185766268,INACTIVE,,credit card,MOBILE,canada,TX,62667.73,622.0,2025-09-29
TXN00000815,CUST00306,2025-03-26,Withdrawal,10655.05,ACC0000000263,,EMP0012,  LINDA   Williams,customer553@outlook.com,4386752085,inactive,MEDIUM,,,mexico,TX,37717.91,490.0,2024-12-20
TXN00000607,CUST00223,2025-03-01,,4166.91,ACC0000000132,,EMP0091,  PATRICIA     MILLER  ,customer554@outlook.com,5943904476,ACTIVE,MEDIUM,Checking,ATM,usa,FL,59422.17,737.0,2024-12-25
TXN00001034,CUST00177,10-05-2025,,13437.47,ACC0000000276,,,William BROWN,customer555@yahoo.com,7393222686,inactive,high,,BRANCH,,,78059.65,382.0,2025-12-27
TXN00000897,CUST00374,2025-04-20,Withdrawal,12781.21,ACC0000000295,SAN DIEGO,EMP0084,MARIA   jones  ,customer556@outlook.com,7743842225,INACTIVE,MEDIUM,Checking,MOBILE,USA,CA,35455.18,344.0,2024-06-06
TXN00000545,CUST00161,2024-07-27,,6912.02,ACC0000000129,  NEW YORK  ,EMP0076,  LINDA   Williams,customer557@outlook.com,7877617909,,high,credit card,,mexico,TX,29219.32,671.0,2025-06-14
TXN00000216,CUST00224,2024-12-14,Transfer,3312.23,ACC0000000227,dallas,EMP0037,  LINDA     MILLER  ,customer558@outlook.com,8988748130,Active,High,  Checking  ,atm,United States,FL,84507.03,532.0,2026-03-05
TXN00000270,CUST00311,2025-09-13,deposit,4567.07,ACC0000000194,,EMP0054,  John     johnson  ,customer559@bank.com,5259326244,  Active  ,MEDIUM,credit card,Mobile,MEXICO,CA,94631.25,751.0,2025-02-04
TXN00000059,CUST00262,2024/05/27,,,ACC0000000289,houston,EMP0089,james Williams,,402-301-1813,INACTIVE,  HIGH  ,investment,BRANCH,canada,,,,2024-06-29
TXN00000382,CUST00060,2024-11-16,transfer,7833.54,ACC0000000248,houston,EMP0099,  LINDA   Davis,customer561@bank.com,7056101766,Active,Medium,Checking,mobile,  Mexico  ,tx,25876.84,354.0,2026-01-08
TXN00000033,CUST00198,2026-06-01,DEPOSIT,9372.91,ACC0000000125,dallas,EMP0061,  LINDA   SMITH,customer562@outlook.com,4815312953,INACTIVE,Medium,credit card,atm,MEXICO,  CA  ,84316.3,439.0,2024-01-28
TXN00000244,CUST00296,2026-01-05,DEPOSIT,8788.08,ACC0000000174,,EMP0089,  LINDA   MARTINEZ,customer563@yahoo.com,3275633803,SUSPENDED,,credit card,Mobile,USA,TX,14549.06,504.0,2025-09-07
TXN00000230,CUST00098,2024-11-22,Payment,159.85,ACC0000000235,,EMP0017,  PATRICIA   BROWN,customer564@outlook.com,8154347272,Suspended,High,credit card,  Branch  ,usa,ca,81198.69,344.0,2025-10-22
TXN00000399,CUST00131,2026-01-21,deposit,14991.47,ACC0000000236,San Antonio,EMP0027,Robert MARTINEZ,customer565@gmail.com,4426901348,Active,High,Checking,,USA,tx,46712.84,333.0,2024-07-09
TXN00000880,CUST00023,2026-05-31,withdrawal,14498.96,ACC0000000015,,EMP0019,michael SMITH,customer566@outlook.com,4911181076,INACTIVE,MEDIUM,  Checking  ,mobile,MEXICO,TX,1270.47,773.0,2025-08-12
TXN00000263,CUST00363,2024-12-19,transfer,12598.71,ACC0000000247,Los Angeles,EMP0082,JENNIFER SMITH,customer567@outlook.com,6723913147,INACTIVE,Medium,Checking,BRANCH,  USA  ,CA,5368.24,372.0,2026-01-13
TXN00000304,CUST00224,2025-02-12,Transfer,8443.78,ACC0000000060,dallas,EMP0035,MARIA   MILLER  ,customer568@gmail.com,6121379740,Active,  HIGH  ,credit card,Mobile,MEXICO,tx,6880.45,740.0,2025-10-08
TXN00000839,CUST00001,2024-05-13,transfer,8926.9,ACC0000000133,dallas,EMP0067,michael Davis,customer569@hotmail.com,7401406527,  Active  ,low,investment,  Branch  ,  Mexico  ,  CA  ,12732.45,621.0,2026-05-26
TXN00000592,CUST00267,01-08-2026,Withdrawal,4276.02,  ACC0000000035  ,  NEW YORK  ,,elizabeth MARTINEZ,customer570@bank.com,8601162137,Active,MEDIUM,investment,Online,  USA  ,NY,78576.46,315.0,2025-05-11
TXN00000258,CUST00276,2026-02-17,deposit,10281.98,ACC0000000196,houston,EMP0058,William   jones  ,customer571@bank.com,6811977800,SUSPENDED,  HIGH  ,SAVINGS,atm,MEXICO,ny,13141.04,304.0,2026-03-13
TXN00000114,CUST00352,2025-01-14,Withdrawal,7251.99,ACC0000000113,SAN DIEGO,EMP0053,  John   Davis,customer572@yahoo.com,9404085500,  Active  ,Low,investment,  ONLINE  ,mexico,,21514.73,795.0,2024-09-09
TXN00000929,CUST00369,2025-06-11,DEPOSIT,5077.44,ACC0000000118,Phoenix,EMP0031,michael Davis,customer573@bank.com,5248716665,SUSPENDED,Low,SAVINGS,,  Mexico  ,NY,80803.58,562.0,2024-12-18
TXN00000637,CUST00380,2025-07-29,Transfer,4183.42,ACC0000000162,dallas,EMP0023,William MARTINEZ,customer574@yahoo.com,6091816131,SUSPENDED,,credit card,Mobile,usa,,73931.62,388.0,2024-05-10
TXN00000373,CUST00378,2026-13-45,DEPOSIT,4910.8,ACC0000000212,SAN DIEGO,EMP0079,elizabeth Davis,customer575@hotmail.com,7057271771,active,,credit card,ATM,canada,FL,41844.7,816.0,
TXN00000402,CUST00344,2024-04-18,TRANSFER,4189.43,ACC0000000181,houston,EMP0089,  PATRICIA   SMITH,customer576@outlook.com,6024058447,SUSPENDED,,credit card,,mexico,NY,23755.24,619.0,2026-01-06
TXN00000837,CUST00101,2024-11-22,Payment,9858.99,ACC0000000265,  NEW YORK  ,EMP0005,William SMITH,customer577@outlook.com,7059692989,,MEDIUM,MORTGAGE,  ONLINE  ,usa,  NY  ,45483.25,635.0,2025-01-17
TXN00000507,CUST00187,2024-09-04,,14285.21,ACC0000000275,CHICAGO,EMP0077,michael MARTINEZ,customer578@hotmail.com,5827322683,ACTIVE,Medium,,  Branch  ,CANADA,FL,28340.83,600.0,2025-09-22
TXN00000865,CUST00221,2025-04-22,,9789.42,ACC0000000005,CHICAGO,EMP0024,JENNIFER rodriguez,customer579@outlook.com,2293291783,Active,Medium,credit card,  ONLINE  ,MEXICO,  NY  ,94377.75,532.0,2024-12-26
TXN00000267,CUST00036,2024/05/05,,2865.98,ACC0000000135,  NEW YORK  ,EMP0092,MARIA   jones  ,customer580@hotmail.com,2102422722,inactive,low,SAVINGS,mobile,MEXICO,NY,49409.44,444.0,2026-04-27
TXN00000155,CUST00341,2024-09-30,transfer,7783.54,ACC0000000128,  PHILADELPHIA  ,EMP0064,michael Davis,customer581@outlook.com,5309828138,Active,MEDIUM,Loan,ATM,  Mexico  ,,42956.72,834.0,2026-05-30
TXN00000901,CUST00170,2025-04-05,transfer,3642.52,ACC0000000148,  NEW YORK  ,EMP0079,MARIA Davis,customer582@bank.com,4312742442,  Active  ,,investment,MOBILE,USA,  CA  ,5219.72,779.0,2025-11-06
TXN00000986,CUST00320,2024-09-10,Payment,898.78,ACC0000000048,CHICAGO,EMP0012,elizabeth GARCIA,customer583@bank.com,3958417043,active,low,MORTGAGE,Online,USA,,2299.77,723.0,2025-11-30
TXN00000730,CUST00161,2024-05-24,PAYMENT,12866.86,ACC0000000205,  NEW YORK  ,EMP0081,  LINDA     MILLER  ,customer584@outlook.com,7501051860,active,High,SAVINGS,,MEXICO,CA,10645.4,518.0,2024-08-06
TXN00000032,CUST00340,09-04-2024,deposit,12159.93,ACC0000000176,dallas,,  John   Williams,customer585@gmail.com,4659031705,active,MEDIUM,investment,Online,mexico,ny,72949.54,722.0,2024-08-28
TXN00000816,CUST00064,2024-02-21,Withdrawal,6091.27,ACC0000000039,dallas,EMP0039,Robert BROWN,customer586@hotmail.com,3131495985,ACTIVE,,credit card,atm,  USA  ,CA,37258.14,652.0,2024-05-31
TXN00000434,CUST00369,2024-10-24,PAYMENT,4827.81,ACC0000000284,Phoenix,EMP0045,  LINDA   GARCIA,customer587@yahoo.com,2763706395,Suspended,  HIGH  ,Checking,MOBILE,usa,  NY  ,11632.81,434.0,2024-06-22
TXN00000608,CUST00154,2025-01-28,transfer,2141.95,ACC0000000092,  PHILADELPHIA  ,EMP0054,  LINDA   BROWN,customer588@outlook.com,9047277218,ACTIVE,Low,  Checking  ,Online,  USA  ,TX,59681.99,563.0,2024-06-03
TXN00000219,CUST00260,2026-06-03,,430.56,ACC0000000244,Los Angeles,EMP0001,William BROWN,customer589@yahoo.com,4768153790,Active,low,credit card,  Branch  ,canada,ca,86974.83,585.0,2025-10-17
TXN00000352,CUST00159,2025/09/22,withdrawal,7485.72,ACC0000000161,  NEW YORK  ,EMP0072,elizabeth GARCIA,customer590@yahoo.com,3416978548,SUSPENDED,Medium,credit card,Mobile,,  CA  ,11709.98,783.0,2025-12-10
TXN00000595,CUST00342,2025-03-04,deposit,4469.29,ACC0000000182,Los Angeles,EMP0031,elizabeth Davis,customer591@yahoo.com,3222296231,Active,Low,,MOBILE,,FL,34929.18,418.0,2026-02-28
TXN00000252,CUST00210,2024-09-11,Transfer,13608.33,ACC0000000112,San Antonio,EMP0025,james   jones  ,customer592@gmail.com,3518717771,inactive,high,credit card,Online,usa,FL,7019.44,723.0,2026-04-14
TXN00000365,CUST00168,2026-06-05,PAYMENT,6098.75,ACC0000000294,CHICAGO,EMP0016,michael   MILLER  ,customer593@gmail.com,8525573004,ACTIVE,High,investment,atm,mexico,TX,9359.06,390.0,2025-03-29
TXN00000228,CUST00207,2024-06-12,DEPOSIT,11064.14,ACC0000000138,CHICAGO,EMP0068,JENNIFER Davis,customer594@bank.com,7346404940,,high,MORTGAGE,  Branch  ,usa,  NY  ,51327.94,827.0,2024-08-20
TXN00000740,CUST00357,2026-04-13,TRANSFER,8766.2,ACC0000000094,Phoenix,EMP0013,james MARTINEZ,customer595@hotmail.com,7915899029,INACTIVE,Low,Loan,atm,usa,CA,,444.0,2025-12-17
TXN00000889,CUST00152,2024-12-01,Withdrawal,14921.57,ACC0000000098,dallas,EMP0080,  PATRICIA     jones  ,customer596@outlook.com,4874298908,Inactive,high,SAVINGS,,MEXICO,,41450.1,785.0,2025-09-22
TXN00000866,CUST00284,2025-08-14,DEPOSIT,12249.42,ACC0000000256,dallas,EMP0047,MARIA Davis,customer597@outlook.com,4311945322,  Active  ,high,MORTGAGE,Mobile,mexico,  CA  ,11064.98,507.0,2024-07-13
TXN00000826,CUST00066,2026-01-08,DEPOSIT,5180.35,ACC0000000103,dallas,EMP0098,james Williams,customer598@outlook.com,9844032356,Active,high,SAVINGS,  Branch  ,mexico,TX,6334.42,618.0,2025-06-18
TXN00000657,CUST00099,2024-11-16,withdrawal,10714.87,ACC0000000121,SAN DIEGO,EMP0070,  PATRICIA   Williams,customer599@outlook.com,5616714971,inactive,  HIGH  ,  Checking  ,Mobile,usa,FL,71549.5,384.0,2025-09-09
TXN00000546,CUST00216,,deposit,$6894.55,ACC0000000124,CHICAGO,,elizabeth Davis,user600@gmail,(875) 762-4373,inactive,Low,Checking,Mobile,  USA  ,  NY  ,33881.79,,
TXN00000493,CUST00341,2024-07-13,TRANSFER,9592.79,ACC0000000136,,EMP0065,MARIA   MILLER  ,customer601@hotmail.com,9111792231,active,Low,investment,Mobile,,,96908.76,518.0,2025-09-14
TXN00000627,CUST00195,2026-02-20,deposit,7162.24,ACC0000000106,dallas,EMP0029,  LINDA     jones  ,customer602@outlook.com,7061614481,  Active  ,High,credit card,mobile,United States,  CA  ,81486.72,372.0,2024-06-27
TXN00000320,CUST00347,2024-06-12,PAYMENT,14112.99,ACC0000000118,  PHILADELPHIA  ,EMP0060,  PATRICIA   BROWN,customer603@outlook.com,2137864541,inactive,low,  Checking  ,atm,,TX,29484.8,336.0,2024-01-02
TXN00000712,CUST00384,2025-05-25,Payment,5409.53,ACC0000000104,  NEW YORK  ,EMP0099,William SMITH,customer604@hotmail.com,6799387308,,Medium,Loan,MOBILE,usa,ny,97026.96,564.0,2024-10-21
TXN00000300,CUST00090,2025-06-11,,4537.91,ACC0000000128,Los Angeles,EMP0081,  John   GARCIA,customer605@bank.com,3925992712,Active,,MORTGAGE,  ONLINE  ,United States,ca,95434.86,640.0,2025-01-07
TXN00000281,CUST00316,2025-04-23,PAYMENT,2591.3,ACC0000000183,Phoenix,EMP0085,Robert GARCIA,customer606@gmail.com,5483139644,Suspended,high,MORTGAGE,atm,USA,,49711.28,346.0,2026-05-23
TXN00000542,CUST00292,2025-05-25,deposit,9881.34,ACC0000000080,  PHILADELPHIA  ,EMP0027,james Williams,customer607@outlook.com,7269796134,Suspended,,Checking,MOBILE,MEXICO,TX,20749.96,457.0,2025-04-30
TXN00000167,CUST00155,2026-06-19,PAYMENT,8395.81,ACC0000000055,  PHILADELPHIA  ,EMP0036,William SMITH,customer608@gmail.com,9784198438,Active,high,,  Branch  ,MEXICO,FL,40661.1,660.0,2025-12-08
TXN00000787,CUST00208,2024-11-11,DEPOSIT,4442.07,ACC0000000062,San Antonio,EMP0007,MARIA GARCIA,customer609@gmail.com,8712579265,ACTIVE,high,investment,  Branch  ,canada,TX,12306.38,712.0,2025-12-11
TXN00000773,CUST00281,2025/05/24,PAYMENT,7088.17,ACC0000000041,Los Angeles,EMP0025,michael   johnson  ,customer610@outlook.com,3082334584,Inactive,high,  Checking  ,Mobile,canada,  NY  ,20458.81,527.0,2026-04-28
TXN00000747,CUST00001,2024-01-24,PAYMENT,11126.74,ACC0000000253,San Antonio,EMP0015,elizabeth BROWN,customer611@bank.com,5724948412,,high,MORTGAGE,  ONLINE  ,usa,TX,2725.53,487.0,2026-03-11
TXN00000151,CUST00156,2024-04-02,deposit,10891.54,ACC0000000004,SAN DIEGO,EMP0020,MARIA rodriguez,customer612@yahoo.com,8356254326,active,Medium,Checking,Online,canada,ca,44074.51,370.0,2026-05-01
TXN00001021,CUST00147,2025-02-06,DEPOSIT,8407.52,ACC0000000278,Los Angeles,EMP0088,  PATRICIA   Davis,customer613@yahoo.com,9985094079,INACTIVE,MEDIUM,SAVINGS,Online,,NY,35544.42,779.0,2024-08-15
TXN00000851,CUST00108,2025-06-01,TRANSFER,13693.74,ACC0000000022,Phoenix,EMP0061,Robert GARCIA,customer614@outlook.com,2703847931,ACTIVE,high,investment,Online,canada,CA,86081.05,603.0,2026-03-11
TXN00000569,CUST00221,13-04-2025,Transfer,14206.5,ACC0000000247,,,JENNIFER SMITH,customer615@hotmail.com,3688026032,active,Low,SAVINGS,Online,MEXICO,,67960.25,518.0,2024-12-28
TXN00000221,CUST00297,2024-09-03,DEPOSIT,13498.89,ACC0000000191,CHICAGO,EMP0064,William   jones  ,customer616@hotmail.com,7917632672,SUSPENDED,  HIGH  ,  Checking  ,Mobile,canada,tx,45235.16,668.0,2024-08-18
TXN00000632,CUST00311,2024-08-08,Transfer,9833.8,ACC0000000162,Los Angeles,EMP0023,james rodriguez,customer617@bank.com,3505722755,Active,High,credit card,  Branch  ,MEXICO,TX,70637.37,748.0,2024-05-12
TXN00000890,CUST00336,2025-08-20,deposit,3372.69,ACC0000000253,Phoenix,EMP0021,elizabeth   johnson  ,customer618@outlook.com,9622124941,INACTIVE,low,credit card,BRANCH,usa,ca,60019.87,562.0,2024-08-20
TXN00000360,CUST00165,2024-12-27,DEPOSIT,3388.75,ACC0000000295,  PHILADELPHIA  ,EMP0086,  John   Davis,customer619@hotmail.com,2165714064,  Active  ,,  Checking  ,MOBILE,  Mexico  ,  CA  ,50121.24,836.0,2025-03-09
TXN00000489,CUST00239,2024/02/19,withdrawal,13077.91,ACC0000000141,SAN DIEGO,EMP0006,  LINDA     johnson  ,customer620@gmail.com,4731298802,Inactive,Medium,credit card,MOBILE,USA,NY,21251.63,547.0,2025-03-13
TXN00000573,CUST00227,2024-02-21,Payment,6336.06,ACC0000000252,San Antonio,EMP0007,MARIA MARTINEZ,customer621@outlook.com,8776438416,,low,  Checking  ,BRANCH,MEXICO,,56564.53,645.0,2024-03-30
TXN00000334,CUST00227,2024-10-15,,13308.31,ACC0000000094,SAN DIEGO,EMP0083,elizabeth   johnson  ,customer622@outlook.com,5603712938,Suspended,Medium,MORTGAGE,Mobile,  Mexico  ,  NY  ,34042.51,455.0,2025-06-03
TXN00000954,CUST00346,2025-05-21,withdrawal,5606.65,ACC0000000262,houston,EMP0047,William SMITH,customer623@yahoo.com,7631866806,active,Low,,BRANCH,usa,FL,99976.11,730.0,2024-12-24
TXN00000534,CUST00110,2025-09-03,,8804.28,ACC0000000144,houston,EMP0037,William   johnson  ,customer624@yahoo.com,6413173467,Active,Low,Loan,MOBILE,mexico,  NY  ,80561.69,842.0,2024-02-05
TXN00000370,CUST00262,2026-13-45,withdrawal,6983.22,ACC0000000204,dallas,EMP0027,james   johnson  ,customer625@outlook.com,6066148059,INACTIVE,Medium,Checking,Online,MEXICO,ca,77923.48,361.0,
TXN00001016,CUST00243,2026-05-13,deposit,1810.83,ACC0000000114,  NEW YORK  ,EMP0056,  PATRICIA   GARCIA,customer626@gmail.com,7204411870,INACTIVE,Low,,BRANCH,USA,ny,61089.31,715.0,2025-04-25
TXN00000433,CUST00377,2025-10-31,,852.47,ACC0000000296,Los Angeles,EMP0033,james   jones  ,customer627@hotmail.com,6513797058,,  HIGH  ,,MOBILE,  USA  ,NY,16501.86,579.0,2025-02-10
TXN00000479,CUST00087,2025-11-19,Withdrawal,9534.23,ACC0000000066,dallas,EMP0043,  LINDA   rodriguez,customer628@gmail.com,3001507267,inactive,Low,  Checking  ,  Branch  ,usa,ny,81176.74,745.0,2024-04-03
TXN00000806,CUST00338,2025-04-26,PAYMENT,8725.68,ACC0000000028,SAN DIEGO,EMP0079,  LINDA     johnson  ,customer629@yahoo.com,9495324177,ACTIVE,high,MORTGAGE,,usa,TX,93935.3,339.0,2024-02-20
TXN00000212,CUST00044,01-08-2026,Payment,9328.79,  ACC0000000270  ,Los Angeles,,james GARCIA,,,inactive,,,Online,,,,739.0,2025-07-18
TXN00000174,CUST00146,2024-10-19,Withdrawal,7109.68,ACC0000000217,,EMP0098,JENNIFER Williams,customer631@hotmail.com,5012937597,SUSPENDED,Low,investment,Online,USA,  CA  ,92274.96,758.0,2025-04-15
TXN00000943,CUST00264,2025-07-03,withdrawal,2958.43,ACC0000000245,dallas,EMP0059,MARIA BROWN,customer632@bank.com,3807085520,  Active  ,,investment,Mobile,usa,NY,83994.74,498.0,2024-02-16
TXN00000205,CUST00340,2024-01-09,withdrawal,1841.25,ACC0000000277,Phoenix,EMP0006,  LINDA     MILLER  ,customer633@outlook.com,7427229087,ACTIVE,high,SAVINGS,,CANADA,FL,89074.01,524.0,2025-06-07
TXN00000785,CUST00325,2026-05-17,Withdrawal,10226.43,ACC0000000017,San Antonio,EMP0014,  John   BROWN,customer634@yahoo.com,7315432788,  Active  ,high,,BRANCH,USA,ny,44244.08,557.0,2024-07-10
TXN00000615,CUST00318,2024-04-20,Withdrawal,7971.09,ACC0000000258,dallas,EMP0095,  LINDA   GARCIA,customer635@hotmail.com,8971515078,SUSPENDED,MEDIUM,,Mobile,CANADA,,15742.44,606.0,2025-02-02
TXN00000049,CUST00172,2025-03-17,Transfer,6225.95,ACC0000000178,  PHILADELPHIA  ,EMP0007,Robert rodriguez,customer636@yahoo.com,3133242887,ACTIVE,Low,investment,mobile,mexico,ny,35970.14,815.0,2025-09-13
TXN00000987,CUST00048,2024-05-17,transfer,13069.19,ACC0000000202,Phoenix,EMP0069,james   johnson  ,customer637@bank.com,2541365361,ACTIVE,Medium,credit card,Online,  Mexico  ,CA,7343.38,499.0,2025-05-24
TXN00000460,CUST00385,2024-09-27,Payment,2304.14,ACC0000000090,SAN DIEGO,EMP0023,Robert GARCIA,customer638@bank.com,4441679718,ACTIVE,High,investment,BRANCH,canada,CA,24814.24,610.0,2026-03-17
TXN00000412,CUST00121,2026-01-14,PAYMENT,14885.6,ACC0000000235,dallas,EMP0021,michael GARCIA,customer639@yahoo.com,3033824710,active,MEDIUM,MORTGAGE,MOBILE,usa,  CA  ,14683.98,481.0,2024-05-03
TXN00000763,CUST00345,2025/01/09,transfer,,ACC0000000062,dallas,EMP0004,  PATRICIA   Williams,USER640@YAHOO.COM,8358167628,ACTIVE,,SAVINGS,  Branch  ,MEXICO,tx,85521.21,,2026-02-21
TXN00000131,CUST00159,2026-02-21,Withdrawal,5172.91,ACC0000000266,  PHILADELPHIA  ,EMP0063,William   MILLER  ,customer641@gmail.com,6015022659,active,MEDIUM,Loan,  Branch  ,  USA  ,NY,2879.08,625.0,2025-06-01
TXN00000192,CUST00116,2025-02-16,Withdrawal,14808.51,ACC0000000236,CHICAGO,EMP0066,  PATRICIA   Williams,customer642@gmail.com,4258515395,inactive,MEDIUM,Checking,MOBILE,,CA,6700.51,533.0,2026-04-06
